SCHOOL_NAME,COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,FacultyAttendance
THEUNIS DEY ELEMENTARY SCHOOL,31,5570,150,PASSAIC,WAYNE TWP,91
West Milford High School,31,5650,40,PASSAIC,WEST MILFORD TWP,93
Apshawa Elementary School,31,5650,42,PASSAIC,WEST MILFORD TWP,90
Macopin Middle School,31,5650,55,PASSAIC,WEST MILFORD TWP,8
Maple Road Elementary School,31,5650,60,PASSAIC,WEST MILFORD TWP,93
Marshall Hill Elementary School,31,5650,70,PASSAIC,WEST MILFORD TWP,94
Paradise Knoll Elementary School,31,5650,80,PASSAIC,WEST MILFORD TWP,93
Upper Greenwood Lake Elementary School,31,5650,90,PASSAIC,WEST MILFORD TWP,90
Westbrook Elementary School,31,5650,100,PASSAIC,WEST MILFORD TWP,93
Beatrice Gilmore School,31,5690,60,PASSAIC,WOODLAND PARK,97
Charles Olbon School,31,5690,65,PASSAIC,WOODLAND PARK,97
Memorial Middle School,31,5690,70,PASSAIC,WOODLAND PARK,98
Alloway Township School,33,60,20,SALEM,ALLOWAY TWP,93
Elsinboro Township School,33,1350,50,SALEM,ELSINBORO TWP,98
Lower Alloways Creek Elementary School,33,2800,50,SALEM,LOWER ALLOWAYS CREEK,94
Mannington Township Elementary School,33,2950,50,SALEM,MANNINGTON TWP,98
OLDMANS TOWNSHIP SCHOOL,33,3860,10,SALEM,OLDMANS TWP,96
Penns Grove High School,33,4070,50,SALEM,PENNS GRV-CARNEY'S PT REG,96
Paul W Carleton,33,4070,80,SALEM,PENNS GRV-CARNEY'S PT REG,98
Field Street School,33,4070,90,SALEM,PENNS GRV-CARNEY'S PT REG,97
Lafayette - Pershing,33,4070,100,SALEM,PENNS GRV-CARNEY'S PT REG,98
Penns Grove Middle School,33,4070,105,SALEM,PENNS GRV-CARNEY'S PT REG,96
Pennsville Memorial High School,33,4075,50,SALEM,PENNSVILLE,97
PENNSVILLE MIDDLE SCHOOL,33,4075,55,SALEM,PENNSVILLE,97
Central Park Elementary School,33,4075,60,SALEM,PENNSVILLE,96
PENN BEACH ELEMENTARY SCHOOL,33,4075,78,SALEM,PENNSVILLE,98
Valley Park Elementary School,33,4075,90,SALEM,PENNSVILLE,96
ARTHUR P SCHALICK HIGH SCHOOL,33,4150,40,SALEM,PITTSGROVE TWP,98
NORMA ELEMENTARY SCHOOL,33,4150,50,SALEM,PITTSGROVE TWP,97
OLIVET ELEMENTARY SCHOOL,33,4150,60,SALEM,PITTSGROVE TWP,96
PITTSGROVE TOWNSHIP MIDDLE SCHOOL,33,4150,70,SALEM,PITTSGROVE TWP,97
ELMER ELEMENTARY SCHOOL,33,4150,80,SALEM,PITTSGROVE TWP,95
QUINTON TOWNSHIP SCHOOL,33,4280,50,SALEM,QUINTON TWP,98
SALEM HIGH SCHOOL,33,4630,50,SALEM,SALEM CITY,96
John Fenwick Academy,33,4630,70,SALEM,SALEM CITY,95
Salem Middle School,33,4630,90,SALEM,SALEM CITY,95
Salem Campus,33,4635,9,SALEM,SALEM CO SPECIAL SERVICE,96
Daretown School,33,4635,50,SALEM,SALEM CO SPECIAL SERVICE,96
Cumberland Campus,33,4635,300,SALEM,SALEM CO SPECIAL SERVICE,97
Alternative Middle & High School,33,4635,301,SALEM,SALEM CO SPECIAL SERVICE,95
Salem County Career and Technical High School,33,4640,40,SALEM,SALEM COUNTY VOCATIONAL,95
Upper Pittsgrove School,33,5320,70,SALEM,UPPER PITTSGROVE TWP,95
Woodstown High School,33,5910,50,SALEM,WOODSTOWN-PILESGROVE REG,96
Mary S. Shoemaker School,33,5910,60,SALEM,WOODSTOWN-PILESGROVE REG,97
Woodstown Middle School,33,5910,70,SALEM,WOODSTOWN-PILESGROVE REG,97
William Roper Early Childhood Learning Center,33,5910,300,SALEM,WOODSTOWN-PILESGROVE REG,96
Bedminster Township Public School,35,240,20,SOMERSET,BEDMINSTER TWP,98
Ridge High School,35,350,50,SOMERSET,BERNARDS TWP,100
William Annin Middle School,35,350,55,SOMERSET,BERNARDS TWP,100
Oak Street School,35,350,60,SOMERSET,BERNARDS TWP,100
Cedar Hill School,35,350,70,SOMERSET,BERNARDS TWP,100
Liberty Corner School,35,350,80,SOMERSET,BERNARDS TWP,100
Mount Prospect Elementary School,35,350,100,SOMERSET,BERNARDS TWP,100
BOUND BROOK HIGH SCHOOL,35,490,20,SOMERSET,BOUND BROOK BORO,97
LaMonte-Annex Elementary School,35,490,36,SOMERSET,BOUND BROOK BORO,97
Lafayette Elementary School,35,490,301,SOMERSET,BOUND BROOK BORO,97
Community Middle School,35,490,302,SOMERSET,BOUND BROOK BORO,97
Smalley Elementary School,35,490,303,SOMERSET,BOUND BROOK BORO,98
Branchburg Central Middle School,35,510,20,SOMERSET,BRANCHBURG TWP,96
Stony Brook School,35,510,60,SOMERSET,BRANCHBURG TWP,95
Whiton Elementary School,35,510,90,SOMERSET,BRANCHBURG TWP,94
BRIDGEWATER-RARITAN REGIONAL HIGH SCHOOL,35,555,5,SOMERSET,BRIDGEWATER-RARITAN REG,90
BRIDGEWATER-RARITAN REGIONAL MIDDLE SCHOOL,35,555,10,SOMERSET,BRIDGEWATER-RARITAN REG,94
ADAMSVILLE ELEMENTARY SCHOOL,35,555,30,SOMERSET,BRIDGEWATER-RARITAN REG,87
BRADLEY GARDENS ELEMENTARY SCHOOL,35,555,40,SOMERSET,BRIDGEWATER-RARITAN REG,91
CRIM ELEMENTARY SCHOOL,35,555,45,SOMERSET,BRIDGEWATER-RARITAN REG,86
EISENHOWER INTERMEDIATE SCHOOL,35,555,48,SOMERSET,BRIDGEWATER-RARITAN REG,88
HAMILTON ELEMENTARY SCHOOL,35,555,63,SOMERSET,BRIDGEWATER-RARITAN REG,90
HILLSIDE INTERMEDIATE SCHOOL,35,555,65,SOMERSET,BRIDGEWATER-RARITAN REG,93
JOHN F KENNEDY ELEMENTARY SCHOOL,35,555,67,SOMERSET,BRIDGEWATER-RARITAN REG,94
MILLTOWN ELEMENTARY SCHOOL,35,555,85,SOMERSET,BRIDGEWATER-RARITAN REG,90
VAN HOLTEN ELEMENTARY SCHOOL,35,555,105,SOMERSET,BRIDGEWATER-RARITAN REG,92
Franklin High School,35,1610,50,SOMERSET,FRANKLIN TWP,97
Conerly Road School,35,1610,55,SOMERSET,FRANKLIN TWP,97
Elizabeth Avenue School,35,1610,70,SOMERSET,FRANKLIN TWP,97
Franklin Park School,35,1610,80,SOMERSET,FRANKLIN TWP,96
Hillcrest School,35,1610,100,SOMERSET,FRANKLIN TWP,97
MacAfee Road School,35,1610,115,SOMERSET,FRANKLIN TWP,97
Pine Grove Manor School,35,1610,140,SOMERSET,FRANKLIN TWP,96
Sampson G. Smith School,35,1610,150,SOMERSET,FRANKLIN TWP,97
Franklin Middle School,35,1610,160,SOMERSET,FRANKLIN TWP,97
Green Brook Middle School,35,1810,30,SOMERSET,GREEN BROOK TWP,94
Irene E. Feldkirchner Elementary School,35,1810,50,SOMERSET,GREEN BROOK TWP,93
Hillsborough High School,35,2170,30,SOMERSET,HILLSBOROUGH TWP,97
Amsterdam Elementary School,35,2170,33,SOMERSET,HILLSBOROUGH TWP,97
Auten Road Intermediate School,35,2170,34,SOMERSET,HILLSBOROUGH TWP,96
Hillsborough Township Middle School,35,2170,35,SOMERSET,HILLSBOROUGH TWP,97
Hillsborough Township Elementary School,35,2170,40,SOMERSET,HILLSBOROUGH TWP,97
Sunnymead Elementary School,35,2170,60,SOMERSET,HILLSBOROUGH TWP,97
Triangle Elementary Shcool,35,2170,70,SOMERSET,HILLSBOROUGH TWP,97
Woodfern Elementary School,35,2170,80,SOMERSET,HILLSBOROUGH TWP,96
Woods Road Elementary School,35,2170,85,SOMERSET,HILLSBOROUGH TWP,97
Manville High School,35,3000,50,SOMERSET,MANVILLE BORO,96
Alexander Batcho Intermediate School,35,3000,65,SOMERSET,MANVILLE BORO,95
Roosevelt School,35,3000,80,SOMERSET,MANVILLE BORO,97
Weston Elementary School,35,3000,90,SOMERSET,MANVILLE BORO,96
Montgomery High School,35,3320,30,SOMERSET,MONTGOMERY TWP,98
Montgomery Lower Middle School,35,3320,45,SOMERSET,MONTGOMERY TWP,97
Montgomery Upper Middle School,35,3320,70,SOMERSET,MONTGOMERY TWP,98
Orchard Hill Elementary School,35,3320,80,SOMERSET,MONTGOMERY TWP,97
Village Elementary School,35,3320,105,SOMERSET,MONTGOMERY TWP,97
North Plainfield High School,35,3670,50,SOMERSET,NORTH PLAINFIELD BORO,97
East End School,35,3670,60,SOMERSET,NORTH PLAINFIELD BORO,97
Somerset School,35,3670,80,SOMERSET,NORTH PLAINFIELD BORO,97
Stony Brook School,35,3670,90,SOMERSET,NORTH PLAINFIELD BORO,98
West End School,35,3670,110,SOMERSET,NORTH PLAINFIELD BORO,96
North Plainfield Middle School,35,3670,300,SOMERSET,NORTH PLAINFIELD BORO,98
SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,35,4810,70,SOMERSET,SOMERSET CO VOCATIONAL,93
Bernards High School,35,4815,20,SOMERSET,SOMERSET HILLS REGIONAL,98
Marion T. Bedwell Elementary School,35,4815,30,SOMERSET,SOMERSET HILLS REGIONAL,98
Bernardsville Middle School,35,4815,40,SOMERSET,SOMERSET HILLS REGIONAL,98
SOMERVILLE HIGH SCHOOL,35,4820,50,SOMERSET,SOMERVILLE BORO,100
SOMERVILLE MIDDLE SCHOOL,35,4820,55,SOMERSET,SOMERVILLE BORO,100
VAN DERVEER ELEMENTARY SCHOOL,35,4820,90,SOMERSET,SOMERVILLE BORO,100
Robert Morris School,35,4850,60,SOMERSET,SOUTH BOUND BROOK,96
Central School,35,5470,30,SOMERSET,WARREN TWP,97
Warren Middle School,35,5470,33,SOMERSET,WARREN TWP,97
Mt. Horeb School,35,5470,35,SOMERSET,WARREN TWP,97
Angelo L. Tomaso School,35,5470,40,SOMERSET,WARREN TWP,97
Woodland School,35,5470,50,SOMERSET,WARREN TWP,97
Bayberry School,35,5540,40,SOMERSET,WATCHUNG BORO,98
Valley View School,35,5540,50,SOMERSET,WATCHUNG BORO,98
Watchung Hills Regional High School,35,5550,50,SOMERSET,WATCHUNG HILLS REGIONAL,98
Florence M. Burd,37,90,10,SUSSEX,ANDOVER REG,96
Long Pond School,37,90,40,SUSSEX,ANDOVER REG,95
Byram Lakes Elementary School,37,640,10,SUSSEX,BYRAM TWP,91
Byram Intermediate School,37,640,30,SUSSEX,BYRAM TWP,92
Frankford Township School,37,1560,50,SUSSEX,FRANKFORD TWP,98
Franklin Elementary School,37,1570,60,SUSSEX,FRANKLIN BORO,97
Fredon Township School,37,1630,50,SUSSEX,FREDON TWP,97
Green Hills School,37,1800,60,SUSSEX,GREEN TWP,95
Hamburg School,37,1930,60,SUSSEX,HAMBURG BORO,97
MARIAN E. MCKEOWN ELEMENTARY SCHOOL,37,1980,50,SUSSEX,HAMPTON TWP,54
Hardyston Township Middle School,37,2030,30,SUSSEX,HARDYSTON TWP,94
Hardyston Township Elementary School,37,2030,50,SUSSEX,HARDYSTON TWP,94
HIGH POINT REGIONAL HIGH SCHOOL,37,2165,30,SUSSEX,HIGH POINT REGIONAL,97
Hopatcong High School,37,2240,30,SUSSEX,HOPATCONG,97
Durban Avenue Elementary School,37,2240,35,SUSSEX,HOPATCONG,98
Hopatcong Middle School,37,2240,40,SUSSEX,HOPATCONG,97
Hudson Maxim Elementary School,37,2240,50,SUSSEX,HOPATCONG,98
Tulsa Trail Elementary School,37,2240,70,SUSSEX,HOPATCONG,98
Kittatinny Regional High School,37,2465,50,SUSSEX,KITTATINNY REGIONAL,96
LAFAYETTE TOWNSHIP SCHOOL,37,2490,50,SUSSEX,LAFAYETTE TWP,100
Lenape Valley Regional High School,37,2615,50,SUSSEX,LENAPE VALLEY REGIONAL,99
MONTAGUE TOWNSHIP SCHOOL,37,3300,50,SUSSEX,MONTAGUE TWP,98
Newton High School,37,3590,50,SUSSEX,NEWTON TOWN,94
Halsted Middle School,37,3590,60,SUSSEX,NEWTON TOWN,95
Merriam Avenue School,37,3590,70,SUSSEX,NEWTON TOWN,95
Ogdensburg Borough School,37,3840,50,SUSSEX,OGDENSBURG BORO,90
Sandyston Walpack Consolidated School,37,4650,50,SUSSEX,SANDYSTON-WALPACK TWP,98
SPARTA HIGH SCHOOL,37,4960,50,SUSSEX,SPARTA TWP,97
SPARTA MIDDLE SCHOOL,37,4960,57,SUSSEX,SPARTA TWP,97
HELEN MORGAN SCHOOL,37,4960,60,SUSSEX,SPARTA TWP,96
SPARTA ALPINE SCHOOL,37,4960,70,SUSSEX,SPARTA TWP,97
Mohawk Avenue School,37,4960,300,SUSSEX,SPARTA TWP,98
Valley Road School,37,5030,50,SUSSEX,STANHOPE BORO,97
Stillwater Township School,37,5040,50,SUSSEX,STILLWATER TWP,96
CLIFTON E LAWRENCE,37,5100,20,SUSSEX,SUSSEX-WANTAGE REGIONAL,90
SUSSEX MIDDLE SCHOOL,37,5100,60,SUSSEX,SUSSEX-WANTAGE REGIONAL,93
WANTAGE ELEMENTARY SCHOOL,37,5100,70,SUSSEX,SUSSEX-WANTAGE REGIONAL,91
Sussex County Technical School,37,5110,10,SUSSEX,SUSSEX COUNTY VOCATIONAL,96
Vernon Township High School,37,5360,20,SUSSEX,VERNON TWP,97
Cedar Mountain Primary School,37,5360,23,SUSSEX,VERNON TWP,95
Glen Meadow Middle School,37,5360,25,SUSSEX,VERNON TWP,97
Lounsberry Hollow Middle School,37,5360,30,SUSSEX,VERNON TWP,96
Rolling Hills Primary School,37,5360,40,SUSSEX,VERNON TWP,96
Walnut Ridge Primary School,37,5360,50,SUSSEX,VERNON TWP,97
WALLKILL VALLEY REGIONAL HIGH SCHOOL,37,5435,60,SUSSEX,WALLKILL VALLEY REGIONAL,96
Governor Livingston High School,39,310,5,UNION,BERKELEY HEIGHTS TWP,97
Thomas P. Hughes School,39,310,20,UNION,BERKELEY HEIGHTS TWP,96
Columbia Middle School,39,310,30,UNION,BERKELEY HEIGHTS TWP,97
Mary Kay McMillin Early Childhood Center,39,310,35,UNION,BERKELEY HEIGHTS TWP,98
Mountain Park School,39,310,40,UNION,BERKELEY HEIGHTS TWP,97
William Woodruff School,39,310,50,UNION,BERKELEY HEIGHTS TWP,97
Arthur L. Johnson High School,39,850,5,UNION,CLARK TWP,98
Frank K. Hehnly,39,850,30,UNION,CLARK TWP,99
Carl H. Kumpf School,39,850,35,UNION,CLARK TWP,98
Valley Road School,39,850,40,UNION,CLARK TWP,96
Clark Preschool Annex,39,850,300,UNION,CLARK TWP,98
Cranford High School,39,980,30,UNION,CRANFORD TWP,97
Hillside Avenue School,39,980,33,UNION,CRANFORD TWP,98
Orange Avenue School,39,980,37,UNION,CRANFORD TWP,97
Bloomingdale Avenue School,39,980,40,UNION,CRANFORD TWP,97
Brookside Place School,39,980,50,UNION,CRANFORD TWP,98
Livingston Avenue School,39,980,80,UNION,CRANFORD TWP,97
Walnut Avenue School,39,980,110,UNION,CRANFORD TWP,98
Elizabeth High School,39,1320,25,UNION,ELIZABETH CITY,97
Terence C. Reilly School # 7,39,1320,30,UNION,ELIZABETH CITY,96
Joseph Battin School No. 4,39,1320,35,UNION,ELIZABETH CITY,95
George Washington Academy School No. 1,39,1320,90,UNION,ELIZABETH CITY,97
Winfield Scott School No. 2,39,1320,100,UNION,ELIZABETH CITY,96
Nicholas S. Lacorte-Peterstown School No. 3,39,1320,110,UNION,ELIZABETH CITY,97
Louverture-Lafayette School No. 6,39,1320,120,UNION,ELIZABETH CITY,97
Elmora School No. 12,39,1320,150,UNION,ELIZABETH CITY,97
Benjamin Franklin School No. 13,39,1320,160,UNION,ELIZABETH CITY,96
Abraham Lincoln School No. 14,39,1320,170,UNION,ELIZABETH CITY,96
Christopher Columbus School No. 15,39,1320,180,UNION,ELIZABETH CITY,96
Madison Monroe School No. 16,39,1320,190,UNION,ELIZABETH CITY,97
Robert Morris School No. 18,39,1320,210,UNION,ELIZABETH CITY,96
Woodrow Wilson School No. 19,39,1320,220,UNION,ELIZABETH CITY,96
John Marshal School No. 20,39,1320,230,UNION,ELIZABETH CITY,96
Victor Mravlag School No. 21,39,1320,240,UNION,ELIZABETH CITY,98
William F. Halloran School No.22,39,1320,250,UNION,ELIZABETH CITY,96
Nicholas Murray Butler School No. 23,39,1320,260,UNION,ELIZABETH CITY,96
Charles J. Hudson School No. 25,39,1320,280,UNION,ELIZABETH CITY,95
Dr. Orlando Edreira Academy School No. 26,39,1320,290,UNION,ELIZABETH CITY,97
Dr. Albert Einstein Academy School No. 29,39,1320,295,UNION,ELIZABETH CITY,97
Mabel G. Homes School No. 5,39,1320,300,UNION,ELIZABETH CITY,95
IPrep Academy School No 8,39,1320,301,UNION,ELIZABETH CITY,96
Jerome Dunn Academy No 9,39,1320,302,UNION,ELIZABETH CITY,97
Ronald Reagan Academy School No. 30,39,1320,305,UNION,ELIZABETH CITY,96
Dr. Antonia Pantoja School No. 27,39,1320,310,UNION,ELIZABETH CITY,96
Juan Pablo Duarte - Jose Julian Marti #28,39,1320,315,UNION,ELIZABETH CITY,96
Frances C. Smith Early Childhood Center #50,39,1320,350,UNION,ELIZABETH CITY,96
Donald Stewart Early Childhood Center #51,39,1320,355,UNION,ELIZABETH CITY,97
Dr. Martin Luther King Jr. ECC #52,39,1320,360,UNION,ELIZABETH CITY,96
John E. Dwyer Technology Academy,39,1320,401,UNION,ELIZABETH CITY,97
Admiral William F. Halsey Jr. Health & Public Safety Academy,39,1320,402,UNION,ELIZABETH CITY,96
Thomas Jefferson Arts Academy,39,1320,403,UNION,ELIZABETH CITY,96
Thomas A. Edison Career and Technical Academy,39,1320,404,UNION,ELIZABETH CITY,96
Alexander Hamilton Preparatory Academy,39,1320,405,UNION,ELIZABETH CITY,96
Lincoln,39,1710,50,UNION,GARWOOD BORO,97
Hillside High School,39,2190,50,UNION,HILLSIDE TWP,96
Calvin Coolidge School,39,2190,60,UNION,HILLSIDE TWP,96
Hurden Looker School,39,2190,80,UNION,HILLSIDE TWP,96
Walter O. Krumbiegel Middle School,39,2190,85,UNION,HILLSIDE TWP,97
A.P. Morris Early Childhood Center,39,2190,90,UNION,HILLSIDE TWP,97
George Washington School,39,2190,110,UNION,HILLSIDE TWP,98
David Brearley Middle/High School,39,2420,10,UNION,KENILWORTH BORO,91
Warren G. Harding Elementary School,39,2420,50,UNION,KENILWORTH BORO,97
Linden High School,39,2660,50,UNION,LINDEN CITY,96
Myles J. McManus MIddle School,39,2660,60,UNION,LINDEN CITY,94
Joseph E. Soehl Middle School,39,2660,70,UNION,LINDEN CITY,96
Number 1,39,2660,80,UNION,LINDEN CITY,99
Number 2,39,2660,90,UNION,LINDEN CITY,96
Number 4,39,2660,115,UNION,LINDEN CITY,99
Number 5,39,2660,120,UNION,LINDEN CITY,93
Number 6,39,2660,130,UNION,LINDEN CITY,99
Number 8,39,2660,150,UNION,LINDEN CITY,96
Number 9,39,2660,160,UNION,LINDEN CITY,100
Number 10,39,2660,170,UNION,LINDEN CITY,99
DEERFIELD ELEMENTARY SCHOOL,39,3470,30,UNION,MOUNTAINSIDE BORO,98
BEECHWOOD SCHOOL,39,3470,60,UNION,MOUNTAINSIDE BORO,98
New Providence High School,39,3560,50,UNION,NEW PROVIDENCE BORO,96
Allen W. Roberts School,39,3560,55,UNION,NEW PROVIDENCE BORO,95
New Providence Middle School,39,3560,80,UNION,NEW PROVIDENCE BORO,96
Salt Brook School,39,3560,90,UNION,NEW PROVIDENCE BORO,95
Plainfield High School,39,4160,50,UNION,PLAINFIELD CITY,95
Barack Obama Academy for Academic & Civic Development,39,4160,51,UNION,PLAINFIELD CITY,93
PLAINFIELD ACADEMY FOR THE ARTS & ADVANCED STUDIES,39,4160,52,UNION,PLAINFIELD CITY,94
Hubbard Middle School,39,4160,60,UNION,PLAINFIELD CITY,93
Maxson Middle School,39,4160,70,UNION,PLAINFIELD CITY,95
Dewitt D. Barlow Elementary School,39,4160,80,UNION,PLAINFIELD CITY,93
Cedarbrook Elementary School,39,4160,100,UNION,PLAINFIELD CITY,93
Clinton Elementary School,39,4160,110,UNION,PLAINFIELD CITY,95
Frederic W. Cook Elementary School,39,4160,120,UNION,PLAINFIELD CITY,93
Emerson Elementary School,39,4160,130,UNION,PLAINFIELD CITY,94
Evergreen Elementary School,39,4160,140,UNION,PLAINFIELD CITY,93
Jefferson Elementary School,39,4160,150,UNION,PLAINFIELD CITY,93
Charles H. Stillman Elementary School,39,4160,170,UNION,PLAINFIELD CITY,94
Washington Community School,39,4160,180,UNION,PLAINFIELD CITY,93
Woodland Elementary School,39,4160,190,UNION,PLAINFIELD CITY,93
Rahway High School,39,4290,50,UNION,RAHWAY CITY,97
Rahway 7th & 8th Grade Academy,39,4290,60,UNION,RAHWAY CITY,97
Franklin Elementary School,39,4290,80,UNION,RAHWAY CITY,97
Grover Cleveland Elementary School,39,4290,90,UNION,RAHWAY CITY,97
Madison Elementary,39,4290,110,UNION,RAHWAY CITY,96
Roosevelt Elementary School,39,4290,120,UNION,RAHWAY CITY,96
ABRAHAM CLARK HIGH SCHOOL,39,4540,10,UNION,ROSELLE BORO,95
HARRISON ELEMENTARY SCHOOL,39,4540,20,UNION,ROSELLE BORO,96
DR. CHARLES C. POLK SCHOOL,39,4540,30,UNION,ROSELLE BORO,91
LEONARD V. MOORE MIDDLE SCHOOL,39,4540,40,UNION,ROSELLE BORO,95
WASHINGTON ELEMENTARY SCHOOL,39,4540,50,UNION,ROSELLE BORO,96
GRACE WILDAY JUNIOR HIGH SCHOOL,39,4540,60,UNION,ROSELLE BORO,94
ROSELLE PRESCHOOL,39,4540,120,UNION,ROSELLE BORO,92
KINDERGARTEN SUCCESS ACADEMY,39,4540,300,UNION,ROSELLE BORO,97
Roselle Park High School,39,4550,50,UNION,ROSELLE PARK BORO,0
Ernest J. Finizio Jr. - Aldene School,39,4550,60,UNION,ROSELLE PARK BORO,0
Robert Gordon Elementary School,39,4550,80,UNION,ROSELLE PARK BORO,0
Roselle Park Middle School,39,4550,85,UNION,ROSELLE PARK BORO,0
Sherman Elementary School,39,4550,90,UNION,ROSELLE PARK BORO,0
Scotch Plains-Fanwood High School,39,4670,50,UNION,SCOTCH PLAINS-FANWOOD REG,97
Park Middle School,39,4670,60,UNION,SCOTCH PLAINS-FANWOOD REG,97
Terrill Middle School,39,4670,65,UNION,SCOTCH PLAINS-FANWOOD REG,97
School One,39,4670,70,UNION,SCOTCH PLAINS-FANWOOD REG,97
Howard B. Brunner,39,4670,80,UNION,SCOTCH PLAINS-FANWOOD REG,96
J. Ackerman Coles,39,4670,85,UNION,SCOTCH PLAINS-FANWOOD REG,97
Evergreen School,39,4670,90,UNION,SCOTCH PLAINS-FANWOOD REG,98
William J. McGinn,39,4670,105,UNION,SCOTCH PLAINS-FANWOOD REG,97
Jonathan Dayton High School,39,5000,10,UNION,SPRINGFIELD TWP,94
Edward V. Walton Primary School,39,5000,50,UNION,SPRINGFIELD TWP,91
Florence M. Gaudineer Middle School,39,5000,60,UNION,SPRINGFIELD TWP,93
James Caldwell Elementary School,39,5000,70,UNION,SPRINGFIELD TWP,95
Thelma L. Sandmeier Elementary School,39,5000,90,UNION,SPRINGFIELD TWP,95
Summit High School,39,5090,50,UNION,SUMMIT CITY,98
Lawton C. Johnson Summit Middle School,39,5090,60,UNION,SUMMIT CITY,98
Brayton Elementary School,39,5090,70,UNION,SUMMIT CITY,98
Franklin Elementary School,39,5090,80,UNION,SUMMIT CITY,98
Jefferson Elementary School,39,5090,90,UNION,SUMMIT CITY,98
Lincoln-Hubbard Elementary School,39,5090,100,UNION,SUMMIT CITY,98
Washington Elementary School,39,5090,120,UNION,SUMMIT CITY,98
Primary Center at Jefferson,39,5090,150,UNION,SUMMIT CITY,97
Primary Center at Wilson,39,5090,160,UNION,SUMMIT CITY,98
Academy For Allied Health Sciences,39,5260,20,UNION,UNION COUNTY VOCATIONAL,94
Academy For Information Technology,39,5260,30,UNION,UNION COUNTY VOCATIONAL,93
Academy For Performing Arts,39,5260,35,UNION,UNION COUNTY VOCATIONAL,94
Union County Magnet High School,39,5260,40,UNION,UNION COUNTY VOCATIONAL,97
Union County Tech,39,5260,50,UNION,UNION COUNTY VOCATIONAL,94
UNION SENIOR HIGH,39,5290,50,UNION,UNION TWP,95
BURNET MIDDLE SCHOOL,39,5290,60,UNION,UNION TWP,95
KAWAMEEH MIDDLE SCHOOL,39,5290,70,UNION,UNION TWP,95
BATTLE HILL,39,5290,80,UNION,UNION TWP,94
HANNAH CALDWELL ELEM SCH,39,5290,83,UNION,UNION TWP,94
JEFFERSON ELEMENTARY,39,5290,85,UNION,UNION TWP,95
CONNECTICUT FARMS,39,5290,90,UNION,UNION TWP,95
FRANKLIN ELEMENTARY,39,5290,100,UNION,UNION TWP,96
LIVINGSTON,39,5290,130,UNION,UNION TWP,94
WASHINGTON,39,5290,140,UNION,UNION TWP,95
WESTFIELD SENIOR HIGH SCHOOL,39,5730,50,UNION,WESTFIELD TOWN,99
ROOSEVELT INTERMEDIATE SCHOOL,39,5730,60,UNION,WESTFIELD TOWN,98
THOMAS EDISON INTERMEDIATE SCHOOL,39,5730,70,UNION,WESTFIELD TOWN,99
FRANKLIN ELEMENTARY SCHOOL,39,5730,100,UNION,WESTFIELD TOWN,99
JEFFERSON ELEMENTARY SCHOOL,39,5730,120,UNION,WESTFIELD TOWN,98
MCKINLEY ELEMENTARY SCHOOL,39,5730,140,UNION,WESTFIELD TOWN,99
TAMAQUES ELEMENTARY SCHOOL,39,5730,145,UNION,WESTFIELD TOWN,99
WASHINGTON ELEMENTARY SCHOOL,39,5730,150,UNION,WESTFIELD TOWN,98
WILSON ELEMENTARY SCHOOL,39,5730,160,UNION,WESTFIELD TOWN,98
LINCOLN EARLY CHILDHOOD CENTER,39,5730,170,UNION,WESTFIELD TOWN,98
Winfield Township,39,5810,60,UNION,WINFIELD TWP,0
ALLAMUCHY TOWNSHIP SCHOOL,41,30,10,WARREN,ALLAMUCHY TWP,99
Mountain Villa School,41,30,20,WARREN,ALLAMUCHY TWP,98
Alpha Borough School,41,70,10,WARREN,ALPHA BORO,95
BELVIDERE HIGH SCHOOL,41,280,20,WARREN,BELVIDERE TOWN,98
OXFORD STREET ELEMENTARY SCHOOL,41,280,30,WARREN,BELVIDERE TOWN,96
THIRD STREET ELEMENTARY SCHOOL,41,280,50,WARREN,BELVIDERE TOWN,98
Blairstown Elementary School,41,400,30,WARREN,BLAIRSTOWN TWP,96
Franklin Township School,41,1620,50,WARREN,FRANKLIN TWP,96
Frelinghuysen Township Elementary School,41,1670,50,WARREN,FRELINGHUYSEN TWP,95
GREAT MEADOWS REGIONAL MIDDLE SCHOOL,41,1785,40,WARREN,GREAT MEADOWS REGIONAL,96
CENTRAL ELEMENTARY SCHOOL,41,1785,50,WARREN,GREAT MEADOWS REGIONAL,98
LIBERTY ELEMENTARY SCHOOL,41,1785,60,WARREN,GREAT MEADOWS REGIONAL,96
Greenwich School,41,1840,40,WARREN,GREENWICH TWP,97
Stewartsville Middle School,41,1840,70,WARREN,GREENWICH TWP,97
Hackettstown High School,41,1870,50,WARREN,HACKETTSTOWN,94
Hackettstown Middle School,41,1870,60,WARREN,HACKETTSTOWN,94
Hatchery Hill Elementary School,41,1870,70,WARREN,HACKETTSTOWN,93
Willow Grove Elementary School,41,1870,90,WARREN,HACKETTSTOWN,93
HARMONY TOWNSHIP SCHOOL,41,2040,30,WARREN,HARMONY TWP,92
HOPE TOWNSHIP SCHOOL,41,2250,50,WARREN,HOPE TWP,0
KNOWLTON TOWNSHIP BOARD OF EDUCATION,41,2470,40,WARREN,KNOWLTON TWP,95
